anio,provincia,nombre_ra,nombre_georef,departamento_id,tipo_equivalencia,estado,evidencia,observaciones
2020,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel de Marina Leonardo Rosales,06182,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial L,Heredado de auditoría 2025
2020,Jujuy,DOCTOR MANUEL BELGRANO,Dr. Manuel Belgrano,38021,abreviatura,confirmado,RA escribe Doctor y GeoRef abrevia el mismo tratamiento como Dr.; el resto del nombre y la provincia coinciden exactamente,Heredado de auditoría 2025
2020,La Rioja,CORONEL FELIPE VARELA,General Felipe Varela,46028,denominación administrativa,pendiente,No se halló equivalencia oficial explícita para el cambio Coronel-General,Heredado de auditoría 2025
2020,La Rioja,GENERAL ANGEL V PEÑALOZA,Ángel Vicente Peñaloza,46056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2020,La Rioja,GENERAL JUAN F QUIROGA,General Juan Facundo Quiroga,46070,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2020,La Rioja,GENERAL OCAMPO,General Ortiz de Ocampo,46084,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la omisión Ortiz de,Heredado de auditoría 2025
2020,Misiones,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,54077,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2020,San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Juan Martín de Pueyrredón,74056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2020,San Luis,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,74063,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2020,Santiago del Estero,JUAN F IBARRA,Juan Felipe Ibarra,86098,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2020,Tucumán,JUAN B ALBERDI,Juan Bautista Alberdi,90042,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial B,Heredado de auditoría 2025
2021,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel de Marina Leonardo Rosales,06182,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial L,Heredado de auditoría 2025
2021,Jujuy,DOCTOR MANUEL BELGRANO,Dr. Manuel Belgrano,38021,abreviatura,confirmado,RA escribe Doctor y GeoRef abrevia el mismo tratamiento como Dr.; el resto del nombre y la provincia coinciden exactamente,Heredado de auditoría 2025
2021,La Rioja,CORONEL FELIPE VARELA,General Felipe Varela,46028,denominación administrativa,pendiente,No se halló equivalencia oficial explícita para el cambio Coronel-General,Heredado de auditoría 2025
2021,La Rioja,GENERAL ANGEL V PEÑALOZA,Ángel Vicente Peñaloza,46056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2021,La Rioja,GENERAL JUAN F QUIROGA,General Juan Facundo Quiroga,46070,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2021,La Rioja,GENERAL OCAMPO,General Ortiz de Ocampo,46084,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la omisión Ortiz de,Heredado de auditoría 2025
2021,Misiones,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,54077,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2021,San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Juan Martín de Pueyrredón,74056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2021,San Luis,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,74063,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2021,Santiago del Estero,JUAN F IBARRA,Juan Felipe Ibarra,86098,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2021,Tucumán,JUAN B ALBERDI,Juan Bautista Alberdi,90042,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial B,Heredado de auditoría 2025
2022,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel de Marina Leonardo Rosales,06182,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial L,Heredado de auditoría 2025
2022,Jujuy,DOCTOR MANUEL BELGRANO,Dr. Manuel Belgrano,38021,abreviatura,confirmado,RA escribe Doctor y GeoRef abrevia el mismo tratamiento como Dr.; el resto del nombre y la provincia coinciden exactamente,Heredado de auditoría 2025
2022,La Rioja,CORONEL FELIPE VARELA,General Felipe Varela,46028,denominación administrativa,pendiente,No se halló equivalencia oficial explícita para el cambio Coronel-General,Heredado de auditoría 2025
2022,La Rioja,GENERAL ANGEL V PEÑALOZA,Ángel Vicente Peñaloza,46056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2022,La Rioja,GENERAL JUAN F QUIROGA,General Juan Facundo Quiroga,46070,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2022,La Rioja,GENERAL OCAMPO,General Ortiz de Ocampo,46084,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la omisión Ortiz de,Heredado de auditoría 2025
2022,Misiones,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,54077,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2022,San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Juan Martín de Pueyrredón,74056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2022,San Luis,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,74063,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2022,Santiago del Estero,JUAN F IBARRA,Juan Felipe Ibarra,86098,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2022,Tucumán,JUAN B ALBERDI,Juan Bautista Alberdi,90042,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial B,Heredado de auditoría 2025
2023,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel de Marina Leonardo Rosales,06182,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial L,Heredado de auditoría 2025
2023,Jujuy,DOCTOR MANUEL BELGRANO,Dr. Manuel Belgrano,38021,abreviatura,confirmado,RA escribe Doctor y GeoRef abrevia el mismo tratamiento como Dr.; el resto del nombre y la provincia coinciden exactamente,Heredado de auditoría 2025
2023,La Rioja,CORONEL FELIPE VARELA,General Felipe Varela,46028,denominación administrativa,pendiente,No se halló equivalencia oficial explícita para el cambio Coronel-General,Heredado de auditoría 2025
2023,La Rioja,GENERAL ANGEL V PEÑALOZA,Ángel Vicente Peñaloza,46056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2023,La Rioja,GENERAL JUAN F QUIROGA,General Juan Facundo Quiroga,46070,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2023,La Rioja,GENERAL OCAMPO,General Ortiz de Ocampo,46084,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la omisión Ortiz de,Heredado de auditoría 2025
2023,Misiones,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,54077,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2023,San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Juan Martín de Pueyrredón,74056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2023,San Luis,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,74063,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2023,Santiago del Estero,JUAN F IBARRA,Juan Felipe Ibarra,86098,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2023,Tucumán,JUAN B ALBERDI,Juan Bautista Alberdi,90042,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial B,Heredado de auditoría 2025
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel de Marina Leonardo Rosales,06182,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial L,Heredado de auditoría 2025
2024,Jujuy,DOCTOR MANUEL BELGRANO,Dr. Manuel Belgrano,38021,abreviatura,confirmado,RA escribe Doctor y GeoRef abrevia el mismo tratamiento como Dr.; el resto del nombre y la provincia coinciden exactamente,Heredado de auditoría 2025
2024,La Rioja,CORONEL FELIPE VARELA,General Felipe Varela,46028,denominación administrativa,pendiente,No se halló equivalencia oficial explícita para el cambio Coronel-General,Heredado de auditoría 2025
2024,La Rioja,GENERAL ANGEL V PEÑALOZA,Ángel Vicente Peñaloza,46056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2024,La Rioja,GENERAL JUAN F QUIROGA,General Juan Facundo Quiroga,46070,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2024,La Rioja,GENERAL OCAMPO,General Ortiz de Ocampo,46084,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la omisión Ortiz de,Heredado de auditoría 2025
2024,Misiones,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,54077,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2024,San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Juan Martín de Pueyrredón,74056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2024,San Luis,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,74063,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2024,Santiago del Estero,JUAN F IBARRA,Juan Felipe Ibarra,86098,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2024,Tucumán,JUAN B ALBERDI,Juan Bautista Alberdi,90042,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial B,Heredado de auditoría 2025
2025,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel de Marina Leonardo Rosales,06182,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial L,Heredado de auditoría 2025
2025,Jujuy,DOCTOR MANUEL BELGRANO,Dr. Manuel Belgrano,38021,abreviatura,confirmado,RA escribe Doctor y GeoRef abrevia el mismo tratamiento como Dr.; el resto del nombre y la provincia coinciden exactamente,Heredado de auditoría 2025
2025,La Rioja,CORONEL FELIPE VARELA,General Felipe Varela,46028,denominación administrativa,pendiente,No se halló equivalencia oficial explícita para el cambio Coronel-General,Heredado de auditoría 2025
2025,La Rioja,GENERAL ANGEL V PEÑALOZA,Ángel Vicente Peñaloza,46056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2025,La Rioja,GENERAL JUAN F QUIROGA,General Juan Facundo Quiroga,46070,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2025,La Rioja,GENERAL OCAMPO,General Ortiz de Ocampo,46084,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la omisión Ortiz de,Heredado de auditoría 2025
2025,Misiones,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,54077,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2025,San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Juan Martín de Pueyrredón,74056,denominación administrativa,pendiente,No se halló equivalencia oficial explícita que confirme la variante completa,Heredado de auditoría 2025
2025,San Luis,LIBERTADOR GRL SAN MARTIN,Libertador General San Martín,74063,abreviatura,confirmado,RA abrevia General como GRL; los demás términos y la provincia coinciden exactamente con GeoRef,Heredado de auditoría 2025
2025,Santiago del Estero,JUAN F IBARRA,Juan Felipe Ibarra,86098,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial F,Heredado de auditoría 2025
2025,Tucumán,JUAN B ALBERDI,Juan Bautista Alberdi,90042,abreviatura,pendiente,No se halló equivalencia oficial explícita para expandir la inicial B,Heredado de auditoría 2025
